,caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
2556,130240534,0.924246665407341,Probably not the rightful winner,Somewhat legitimate,Donald Trump,1935,85,85 or older,Female,Widowed,Retired,Prefer not to say,Republican,Not very strong Republican,Did not vote for President,34736,Florida,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Once a day,13
2557,176780920,1.22969723308439,Probably not the rightful winner,Not very legitimate,Donald Trump,1965,55,55 - 64,Female,Married,Full-time,"$120,000 - $149,999",Independent,Lean Republican,Donald Trump,80487,Colorado,Slightly conservative,Bachelor's degree,No,White,Yes,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Several times a day,13
2558,33165247,1.05973850045078,Definitely the rightful winner,Entirely legitimate,Joe Biden,1966,54,45 - 54,Male,Married,Full-time,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,31322,Georgia,Moderate; middle of the road,Bachelor's degree,No,Black or African American,Yes,Some of the time,Buddhist,A few times a year,No,Somewhat important,A few times a month,13
2559,56281321,1.01863315970026,Probably not the rightful winner,Not very legitimate,Donald Trump,1968,52,45 - 54,Female,Married,Homemaker,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,8638,New Jersey,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Agnostic,Never,No,Not at all important,Never,13
2560,210698455,1.14051416824609,Probably the rightful winner,Not very legitimate,Donald Trump,1956,64,55 - 64,Female,Divorced,Part-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,89408,Nevada,Somewhat conservative,Some college,No,White,Yes,Some of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,A few times a week,13
2561,141366643,0.891525489527565,Definitely not the rightful winner,Not legitimate at all,,1973,47,45 - 54,Female,Never married,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,75488,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Not too important,Several times a day,13
2562,203110408,0.927412755940593,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Never married,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,30101,Georgia,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Protestant,Seldom,No,Very important,Don't know,13
2563,202325809,1.09226883191981,Definitely the rightful winner,Entirely legitimate,Joe Biden,1965,55,55 - 64,Male,Married,Part-time,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,27604,North Carolina,Somewhat liberal,Some college,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,Several times a day,13
2564,205237522,0.956289978095335,Definitely the rightful winner,Entirely legitimate,,1972,48,45 - 54,Female,Married,Full-time,"$80,000 - $99,999",Not sure,Lean Democrat,Did not vote for President,33850,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Only now and then,Something else,Seldom,No,Somewhat important,A few times a month,13
2565,167509555,0.738247541788968,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Married,Part-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,95407,California,Slightly liberal,Associate's degree,No,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,13
2566,141043054,0.804415219210993,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1961,59,55 - 64,Male,Married,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Did not vote for President,60090,Illinois,Very conservative,Master's degree,No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,13
2567,189757858,0.980268912569663,Definitely the rightful winner,Entirely legitimate,,1964,56,55 - 64,Female,Divorced,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,52405,Iowa,Moderate; middle of the road,Associate's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,Don't know,13
2568,66618505,1.23254003206547,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Male,Divorced,Full-time,"$60,000 - $69,999",Independent,Lean Republican,Donald Trump,48183,Michigan,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Mormon,Once a week,No,Very important,Several times a day,13
2569,138461608,0.809489243872544,Definitely the rightful winner,Entirely legitimate,Joe Biden,1978,42,35 - 44,Male,Never married,Unemployed,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,94102,California,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2570,195229639,0.468139520579591,Definitely the rightful winner,Entirely legitimate,Someone else,1990,30,25 - 34,Female,Domestic / civil partnership,Full-time,"$80,000 - $99,999",Independent,Independent,Jill Stein,76036,Texas,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Agnostic,Never,No,Not at all important,Never,13
2571,432313984,0.927412755940593,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1999,21,18 - 24,Male,Never married,Part-time,Prefer not to say,Republican,Strong Republican,Did not vote for President,75028,Texas,Very conservative,Some college,No,White,Yes,Some of the time,Mormon,Once a week,No,Very important,Several times a day,13
2572,126201382,1.55622521978619,Definitely not the rightful winner,Not legitimate at all,,1969,51,45 - 54,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Did not vote for President,30047,Georgia,Somewhat conservative,Some college,No,Black or African American,Yes,Some of the time,Nothing in particular,Never,No,Somewhat important,A few times a month,13
2573,144143539,0.817868078803171,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Married,Part-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,88012,New Mexico,Moderate; middle of the road,Associate's degree,No,Black or African American,Yes,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,13
2574,420257368,0.898816526629646,Definitely not the rightful winner,Not legitimate at all,,1977,43,35 - 44,Male,Divorced,Full-time,"$30,000 - $39,999",Republican,Strong Republican,Did not vote for President,67214,Kansas,Very conservative,Some college,No,White,Yes,Only now and then,Roman Catholic,Once or twice a month,No,Very important,Several times a day,13
2575,168578272,0.891525489527565,Probably not the rightful winner,Not legitimate at all,,1966,54,45 - 54,Female,Married,Student,"Less than $10,000",Independent,Independent,Did not vote for President,76082,Texas,Slightly conservative,High school diploma or the equivalent (GED),No,White,No,Some of the time,Nothing in particular,Don't know,No,Not too important,Don't know,13
2576,429839980,0.946208196811989,Probably not the rightful winner,Not very legitimate,,1966,54,45 - 54,Male,Married,Full-time,"$60,000 - $69,999",Not sure,Lean Republican,Did not vote for President,64056,Missouri,Slightly conservative,High school diploma or the equivalent (GED),No,White,No,Only now and then,Nothing in particular,A few times a year,No,Somewhat important,Once a day,13
2577,140657695,1.20157737765251,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Female,Married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,35811,Alabama,Very conservative,Bachelor's degree,No,White,Yes,Some of the time,Nothing in particular,Never,Yes,Somewhat important,Several times a day,13
2578,157890343,0.91798497927212,Definitely the rightful winner,Entirely legitimate,Joe Biden,1967,53,45 - 54,Female,Married,Full-time,"$250,000 - $349,999",Democrat,Strong Democrat,Hillary Clinton,44405,Ohio,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,13
2579,201224578,2.28394471956409,Probably not the rightful winner,Not very legitimate,Someone else,1991,29,25 - 34,Female,Married,Homemaker,"$60,000 - $69,999",Independent,Independent,Hillary Clinton,78653,Texas,Moderate; middle of the road,Did not graduate from high school,Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Something else,A few times a year,No,Very important,Once a day,13
2580,63530578,0.991196872850347,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1955,65,65 - 74,Female,Married,Homemaker,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,12182,New York,Very conservative,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,A few times a year,No,Very important,Several times a day,13
2581,422149108,1.06332402214085,Probably the rightful winner,Somewhat legitimate,,1993,27,25 - 34,Female,Never married,Homemaker,"$10,000 - $19,999",Not sure,Independent,Did not vote for President,77074,Texas,Slightly conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Only now and then,Nothing in particular,Never,No,Not at all important,Never,13
2582,129111931,0.991196872850347,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1955,65,65 - 74,Female,Married,Homemaker,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,78219,Texas,Very conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Roman Catholic,A few times a year,No,Very important,Several times a day,13
2583,33769258,0.705710381647435,Definitely the rightful winner,Entirely legitimate,Joe Biden,1945,75,75 - 84,Female,Widowed,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,54406,Wisconsin,Somewhat liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Not at all important,Never,13
2584,67295539,1.16130980385897,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1959,61,55 - 64,Female,Married,Full-time,Prefer not to say,Republican,Strong Republican,Donald Trump,34788,Florida,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,13
2585,213708574,1.16917272065626,Probably not the rightful winner,Not legitimate at all,Donald Trump,1980,40,35 - 44,Male,Married,Permanently disabled,"$20,000 - $29,999",Independent,Independent,Donald Trump,78065,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
2586,124757803,0.502505693136413,Definitely the rightful winner,Entirely legitimate,Someone else,1990,30,25 - 34,Male,Never married,Full-time,Prefer not to say,Independent,Lean Democrat,Other,11209,New York,Very liberal,Bachelor's degree,No,Other,Yes,Most of the time,Nothing in particular,Seldom,No,Somewhat important,Don't know,13
2587,197118799,0.836411126606344,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Male,Never married,Permanently disabled,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,82901,Wyoming,Very liberal,Some college,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2588,212049451,0.539426410856914,Definitely the rightful winner,Entirely legitimate,,1993,27,25 - 34,Male,Never married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,35633,Alabama,Very liberal,High school diploma or the equivalent (GED),No,Black or African American,No,Hardly at all,Nothing in particular,Seldom,No,Not at all important,Seldom,13
2589,177095590,1.68190569834342,Probably the rightful winner,Entirely legitimate,Someone else,1991,29,25 - 34,Male,Married,Full-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,93514,California,Slightly liberal,High school diploma or the equivalent (GED),No,Asian/Pacific Islander,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,13
2590,146844148,1.02905252859837,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Female,Never married,Full-time,Prefer not to say,Not sure,Not sure,Hillary Clinton,6468,Connecticut,Slightly conservative,Master's degree,No,White,Yes,Only now and then,Roman Catholic,Seldom,No,Somewhat important,A few times a month,13
2591,162891979,0.508078049302225,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Domestic / civil partnership,Part-time,"$80,000 - $99,999",Independent,Lean Democrat,Did not vote for President,91411,California,Slightly liberal,Master's degree,No,Multi-racial,Yes,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,13
2592,167798242,1.02621263894754,Probably the rightful winner,Entirely legitimate,,1992,28,25 - 34,Male,Never married,Part-time,"$70,000 - $79,999",Republican,Not very strong Republican,Did not vote for President,43420,Ohio,Slightly conservative,Master's degree,No,White,No,Some of the time,Nothing in particular,Seldom,No,Somewhat important,Seldom,13
2593,220157641,0.508078049302225,Definitely the rightful winner,Entirely legitimate,,1993,27,25 - 34,Female,Domestic / civil partnership,Student,"$100,000 - $119,999",Democrat,Strong Democrat,Did not vote for President,63105,Missouri,Very liberal,Professional or doctorate degree,No,Asian/Pacific Islander,No,Only now and then,Atheist,Never,No,Not at all important,Never,13
2594,173575993,0.991664330256386,Definitely the rightful winner,Entirely legitimate,Joe Biden,1961,59,55 - 64,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Not very strong Democrat,Hillary Clinton,10029,New York,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
