caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,child18,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
145760467,0.721247944480527,Definitely the rightful winner,Entirely legitimate,Joe Biden,1996,24,18 - 24,Female,Never married,No,Full-time,"$70,000 - $79,999",Independent,Independent,Hillary Clinton,22301,Virginia,Moderate; middle of the road,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,Some of the time,Nothing in particular,A few times a year,No,Somewhat important,Once a day,14
206286193,2.83625345124381,Probably not the rightful winner,Not very legitimate,Donald Trump,1976,44,35 - 44,Male,Married,Yes,Permanently disabled,"$20,000 - $29,999",Independent,Lean Republican,Did not vote for President,78758,Texas,Slightly conservative,Associate's degree,No,Multi-racial,Yes,Most of the time,Protestant,Once or twice a month,Yes,Very important,Several times a day,14
191597530,1.35726932242416,Probably the rightful winner,Not legitimate at all,,1991,29,25 - 34,Male,Married,Yes,Unemployed,"$30,000 - $39,999",Not sure,Independent,Did not vote for President,89108,Nevada,Moderate; middle of the road,Some college,Yes,Hispanic/Latino/Chicano/a,No,Don't know,Roman Catholic,Never,No,Not too important,Never,14
442141546,0.770264000010985,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1994,26,25 - 34,Female,Domestic / civil partnership,Yes,Homemaker,"$50,000 - $59,999",Independent,Independent,Donald Trump,92805,California,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Nothing in particular,Seldom,Yes,Very important,Once a day,14
196782316,4.71787083306769,Definitely the rightful winner,Entirely legitimate,Joe Biden,1991,29,25 - 34,Male,Never married,No,Unemployed,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,97071,Oregon,Very liberal,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Protestant,Never,No,Somewhat important,Don't know,14
416594026,1.41426146868449,Probably the rightful winner,Somewhat legitimate,Joe Biden,2001,19,18 - 24,Female,Never married,No,Part-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,37329,Tennessee,Moderate; middle of the road,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Something else,Once or twice a month,No,Somewhat important,Seldom,14
328313524,1.18943323040656,Definitely the rightful winner,Entirely legitimate,Joe Biden,2002,18,18 - 24,Male,Never married,No,Student,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,33064,Florida,Moderate; middle of the road,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,14
202507612,1.61382216021986,Probably the rightful winner,Somewhat legitimate,,1996,24,18 - 24,Female,Married,Yes,Part-time,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,20011,District of Columbia,Moderate; middle of the road,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,Once a day,14
193977724,3.10965799132477,Definitely the rightful winner,Entirely legitimate,,1979,41,35 - 44,Female,Never married,Yes,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,95388,California,Very liberal,Did not graduate from high school,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,14
215439208,0.383994123063949,Probably the rightful winner,Somewhat legitimate,,1997,23,18 - 24,Female,Never married,No,Unemployed,Prefer not to say,Not sure,Lean Democrat,Other,92046,California,Moderate; middle of the road,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Roman Catholic,Never,No,Not too important,Never,14
385142650,0.142834157276835,Definitely not the rightful winner,Not very legitimate,Someone else,1980,40,35 - 44,Male,Never married,No,Unemployed,"$70,000 - $79,999",Independent,Lean Republican,Gary Johnson,57104,South Dakota,Somewhat conservative,Associate's degree,No,White,Yes,Most of the time,Jewish,A few times a year,Yes,Somewhat important,Seldom,14
405768490,1.61382216021986,Probably the rightful winner,Somewhat legitimate,,1994,26,25 - 34,Female,Married,No,Full-time,"$50,000 - $59,999",Not sure,Lean Republican,Did not vote for President,78753,Texas,Moderate; middle of the road,Associate's degree,No,Hispanic/Latino/Chicano/a,No,Some of the time,Nothing in particular,Never,No,Not at all important,Never,14
360414712,1.0530626534627,Probably the rightful winner,Somewhat legitimate,,1995,25,25 - 34,Female,Married,Yes,Homemaker,Prefer not to say,Independent,Independent,Hillary Clinton,80501,Colorado,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Only now and then,Something else,A few times a year,No,Somewhat important,Several times a day,14
443368294,0.86991761334077,Definitely the rightful winner,Entirely legitimate,Joe Biden,1983,37,35 - 44,Male,Married,No,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Jill Stein,11385,New York,Very liberal,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
209150971,0.616353643881501,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Female,Never married,No,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,95616,California,Somewhat liberal,Some college,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
222854626,0.158753711998682,Definitely the rightful winner,Entirely legitimate,Someone else,1997,23,18 - 24,Male,Never married,No,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Jill Stein,1033,Massachusetts,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
454184332,0.721680557407582,Probably the rightful winner,Somewhat legitimate,,2002,18,18 - 24,Female,Never married,No,Unemployed,Prefer not to say,Not sure,Not sure,Did not vote for President,54935,Wisconsin,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Roman Catholic,Once a week,No,Very important,A few times a week,14
433125370,0.810117071156618,Probably not the rightful winner,Somewhat legitimate,,2000,20,18 - 24,Female,Never married,No,Student,"$40,000 - $49,999",Independent,Lean Republican,Did not vote for President,28694,North Carolina,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Protestant,Never,No,Somewhat important,Several times a day,14
223608811,0.49706714521276,Probably the rightful winner,Entirely legitimate,Someone else,2001,19,18 - 24,Male,Never married,No,Unemployed,"$20,000 - $29,999",Other,Lean Democrat,Did not vote for President,92530,California,Very liberal,High school diploma or the equivalent (GED),Yes,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,14
363582982,1.41162662081774,Probably the rightful winner,Somewhat legitimate,,1995,25,25 - 34,Female,Married,Yes,Full-time,"$120,000 - $149,999",Independent,Lean Republican,Hillary Clinton,76179,Texas,Moderate; middle of the road,Associate's degree,Yes,American Indian or Alaska Native,Yes,Most of the time,Protestant,A few times a year,Yes,Somewhat important,Once a day,14
222875626,0.471578484164119,Probably the rightful winner,Somewhat legitimate,Donald Trump,1996,24,18 - 24,Male,Never married,No,Full-time,"$40,000 - $49,999",Independent,Independent,Gary Johnson,98027,Washington,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Agnostic,Seldom,No,Not at all important,Seldom,14
130081576,0.857010221777445,Definitely the rightful winner,Entirely legitimate,Joe Biden,1996,24,18 - 24,Male,Never married,No,Student,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,15224,Pennsylvania,Slightly liberal,Bachelor's degree,No,White,Yes,Most of the time,Jewish,Once or twice a month,No,Somewhat important,Seldom,14
160380616,0.857010221777445,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Male,Domestic / civil partnership,Yes,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,89014,Nevada,Very liberal,Bachelor's degree,No,White,Yes,Don't know,Atheist,Never,No,Not at all important,Never,14
205113610,0.659322043502373,Definitely the rightful winner,Entirely legitimate,Joe Biden,2000,20,18 - 24,Female,Never married,No,Student,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,92802,California,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Don't know,Jewish,Don't know,No,Not at all important,Never,14
206563276,1.26270102865828,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1998,22,18 - 24,Male,Never married,No,Student,Prefer not to say,Republican,Not very strong Republican,Donald Trump,60514,Illinois,Somewhat conservative,Some college,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,14
188369689,0.784551128504098,Definitely not the rightful winner,Not legitimate at all,,1996,24,18 - 24,Female,Married,No,Homemaker,Prefer not to say,Not sure,Independent,Did not vote for President,17866,Pennsylvania,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Other,No,Don't know,Nothing in particular,Never,No,Not at all important,Don't know,14
436346776,0.793746723057456,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Never married,No,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,92128,California,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,A few times a year,No,Not too important,A few times a month,14
377330980,1.11421276857645,Definitely the rightful winner,Entirely legitimate,Donald Trump,1991,29,25 - 34,Female,Married,Yes,Full-time,"$50,000 - $59,999",Republican,Not very strong Republican,Did not vote for President,22853,Virginia,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Something else,Once or twice a month,Yes,Very important,Several times a day,14
403889752,1.10019398607593,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1993,27,25 - 34,Female,Married,Yes,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,15010,Pennsylvania,Very conservative,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
215907226,0.922843899169195,Definitely the rightful winner,Entirely legitimate,Joe Biden,1995,25,25 - 34,Female,Domestic / civil partnership,No,Student,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,48642,Michigan,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,14
178526242,1.5205107817808,Probably the rightful winner,Somewhat legitimate,Donald Trump,1999,21,18 - 24,Female,Never married,No,Part-time,"Less than $10,000",Independent,Not sure,Did not vote for President,4427,Massachusetts,Moderate; middle of the road,Did not graduate from high school,No,Multi-racial,Don't know,Don't know,Nothing in particular,Never,No,Somewhat important,A few times a week,14
204059953,1.18943323040656,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Male,Never married,No,Part-time,"$150,000 - $199,999",Democrat,Strong Democrat,Did not vote for President,23060,Virginia,Very liberal,Some college,Yes,Multi-racial,Yes,Most of the time,Atheist,A few times a year,No,Not at all important,Never,14
197259712,0.783547615265458,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Male,Never married,No,Student,"Less than $10,000",Other,Independent,Hillary Clinton,91607,California,Very liberal,Some college,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,14
309105364,0.842551552123792,Definitely not the rightful winner,Not legitimate at all,,1993,27,25 - 34,Female,Domestic / civil partnership,No,Homemaker,"Less than $10,000",Independent,Lean Republican,Did not vote for President,29053,South Carolina,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
461017516,0.702775775418676,Definitely the rightful winner,Entirely legitimate,Joe Biden,1996,24,18 - 24,Male,Never married,No,Full-time,"$30,000 - $39,999",Independent,Lean Democrat,Did not vote for President,68410,Nebraska,Moderate; middle of the road,Associate's degree,No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,14
394254640,0.632439577419881,Definitely the rightful winner,Entirely legitimate,Joe Biden,2000,20,18 - 24,Female,Never married,No,Temporarily laid off,"$10,000 - $19,999",Other,Lean Democrat,Did not vote for President,56183,Minnesota,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
185640538,1.51281651079576,Definitely the rightful winner,Entirely legitimate,,1995,25,25 - 34,Female,Never married,No,Temporarily laid off,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,78229,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Some of the time,Nothing in particular,Never,No,Not at all important,Never,14
181438006,0.769569467307726,Definitely the rightful winner,Entirely legitimate,,1985,35,35 - 44,Male,Never married,No,Unemployed,"Less than $10,000",Independent,Independent,Did not vote for President,17021,Pennsylvania,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Somewhat important,Seldom,14
